"state","district","party","gender","nameid","icpsr.id","missingVotes","idealPoint","lo","up","label","indx","firstnm","lastnm"
"CA","13","D","F","L000551","29778",91,-2.14214712931208,-2.57390686872515,-1.65999878690556,"Lee (D CA-13)",1,"Barbara","Lee"
"CA","17","D","M","H001034","20103",12,-1.9428277430221,-2.36286189262053,-1.54891262540855,"Honda (D CA-17)",2,"Michael","Honda"
"WI","2","D","M","P000607","21370",13,-1.89701483317303,-2.29599035776551,-1.52228026740955,"Pocan (D WI-2)",3,"Mark","Pocan"
"IL","9","D","F","S001145","29911",18,-1.82016620043394,-2.16114480445077,-1.46535281297314,"Schakowsky (D IL-9)",4,"Jan","Schakowsky"
"GA","5","D","M","L000287","15431",70,-1.80366282263457,-2.23162226205227,-1.43719802501373,"Lewis (D GA-5)",5,"John","Lewis"
"NY","7","D","F","V000081","29378",15,-1.76226669036257,-2.10524456300895,-1.44224575163782,"Vel<U+00E1>zquez (D NY-7)",6,"Nydia","Velázquez"
"MA","2","D","M","M000312","29729",14,-1.71950304836667,-2.08112544905703,-1.38667317211489,"McGovern (D MA-2)",7,"Jim","McGovern"
"MD","8","D","M","V000128","20330",11,-1.66669155577163,-1.99425905512149,-1.36130119548714,"Van Hollen (D MD-8)",8,"Chris","Van Hollen"
"MD","3","D","M","S001168","20724",22,-1.66236247903846,-1.99299712801547,-1.37888305487306,"Sarbanes (D MD-3)",9,"John","Sarbanes"
"NY","9","D","F","C001067","20733",23,-1.6318625171109,-1.9336487427909,-1.32230949692339,"Clarke (D NY-9)",10,"Yvette","Clarke"
"NY","15","D","M","S000248","29134",5,-1.62605503257547,-1.93954217642379,-1.33663365293876,"Serrano (D NY-15)",11,"José","Serrano"
"CA","27","D","F","C001080","20955",49,-1.59963711537377,-1.89884968851454,-1.29308263505533,"Chu (D CA-27)",12,"Judy","Chu"
"MD","7","D","M","C000984","29587",28,-1.59408656717803,-1.88377711199242,-1.29618249063985,"Cummings (D MD-7)",13,"Elijah","Cummings"
"MI","13","D","M","C000714","10713",55,-1.59344520277961,-1.87903789535206,-1.31507760528148,"Conyers Jr. (D MI-13)",14,"John","Conyers Jr."
"NJ","12","D","F","W000822","",15,-1.59203504416152,-1.89841810224524,-1.28811273879145,"Watson Coleman (D NJ-12)",15,"Bonnie","Watson Coleman"
"CA","40","D","F","R000486","29317",19,-1.55994872184116,-1.85071403947953,-1.29710751613622,"Roybal-Allard (D CA-40)",16,"Lucille","Roybal-Allard"
"MN","5","D","M","E000288","20727",27,-1.55668919111224,-1.84048171542317,-1.27789546716869,"Ellison (D MN-5)",17,"Keith","Ellison"
"MA","5","D","F","C001101","",10,-1.54585565986828,-1.84036495033722,-1.29119993045116,"Clark (D MA-5)",18,"Katherine","Clark"
"CA","38","D","F","S001156","20310",17,-1.53422344941453,-1.81026414741818,-1.24248896246154,"Sanchez (D CA-38)",19,"Linda","Sanchez"
"AZ","7","D","M","G000574","",16,-1.50001807013088,-1.75258856189514,-1.2412580852203,"Gallego (D AZ-7)",20,"Ruben","Gallego"
"CA","11","D","M","D000623","",11,-1.49974650911551,-1.75524442394633,-1.22416283864571,"DeSaulnier (D CA-11)",21,"Mark","DeSaulnier"
"NY","10","D","M","N000002","29377",23,-1.49961134317868,-1.78597611107041,-1.26036656440552,"Nadler (D NY-10)",22,"Jerrold","Nadler"
"IL","4","D","M","G000535","29348",113,-1.49905965184683,-1.767449038936,-1.23229964747193,"Gutierrez (D IL-4)",23,"Luis","Gutierrez"
"WA","7","D","M","M000404","15613",20,-1.47682989910704,-1.7317116398921,-1.23961134352459,"McDermott (D WA-7)",24,"Jim","McDermott"
"CA","12","D","F","P000197","15448",50,-1.4650458687007,-1.72299900013151,-1.2305251269125,"Pelosi (D CA-12)",25,"Nancy","Pelosi"
"NY","8","D","M","J000294","21343",21,-1.43536575033472,-1.69388697024868,-1.18577282542927,"Jeffries (D NY-8)",26,"Hakeem","Jeffries"
"RI","1","D","M","C001084","21172",14,-1.42776728180276,-1.6863842876471,-1.19666802062511,"Cicilline (D RI-1)",27,"David","Cicilline"
"NJ","10","D","M","P000604","31103",169,-1.42154451315026,-1.68284771755791,-1.16069337354917,"Payne Jr. (D NJ-10)",28,"Donald","Payne Jr."
"NJ","6","D","M","P000034","15454",13,-1.41718880386066,-1.67578453654436,-1.17691937246066,"Pallone (D NJ-6)",29,"Frank","Pallone"
"CA","32","D","F","N000179","29903",31,-1.41251486216823,-1.64808401945303,-1.1746724456618,"Napolitano (D CA-32)",30,"Grace","Napolitano"
"NY","25","D","F","S000480","15444",36,-1.40909967070663,-1.63488473304832,-1.16947499972323,"Slaughter (D NY-25)",31,"Louise","Slaughter"
"MD","4","D","F","E000290","20763",22,-1.40150808111947,-1.63063717439842,-1.15635199321273,"Edwards (D MD-4)",32,"Donna","Edwards"
"NC","4","D","M","P000523","15438",22,-1.39759675387528,-1.64888767554917,-1.15396437912387,"Price (D NC-4)",33,"David","Price"
"CA","6","D","F","M001163","20538",8,-1.3656966059201,-1.59457891958827,-1.13453246166524,"Matsui (D CA-6)",34,"Doris","Matsui"
"CA","34","D","M","B000287","29316",39,-1.35912616607782,-1.5812907501728,-1.13006677040757,"Becerra (D CA-34)",35,"Xavier","Becerra"
"NY","20","D","M","T000469","20934",19,-1.35744207556243,-1.58230545992386,-1.14738241905161,"Tonko (D NY-20)",36,"Paul","Tonko"
"CA","43","D","F","W000187","29106",51,-1.35581246616931,-1.59070520501634,-1.14941900003689,"Waters (D CA-43)",37,"Maxine","Waters"
"CA","37","D","F","B001270","21110",57,-1.35324933842875,-1.61699823670016,-1.1522433236264,"Bass (D CA-37)",38,"Karen","Bass"
"CA","41","D","M","T000472","21312",6,-1.34994975137518,-1.58623798164103,-1.11959237548169,"Takano (D CA-41)",39,"Mark","Takano"
"NC","12","D","F","A000370","",76,-1.34775978695555,-1.59805464128662,-1.10772468358367,"Adams (D NC-12)",40,"Alma","Adams"
"AZ","3","D","M","G000551","20305",61,-1.33665172905611,-1.57698922239874,-1.12226568838281,"Grijalva (D AZ-3)",41,"Raúl","Grijalva"
"FL","24","D","F","W000808","21118",42,-1.3320300831305,-1.5774998716786,-1.12426516308891,"Wilson (D FL-24)",42,"Frederica","Wilson"
"CA","20","D","M","F000030","29313",11,-1.32932550030519,-1.52770616249263,-1.10151382087422,"Farr (D CA-20)",43,"Sam","Farr"
"KY","3","D","M","Y000062","20723",51,-1.32263738387924,-1.55938434494588,-1.09569657968841,"Yarmuth (D KY-3)",44,"John","Yarmuth"
"CO","1","D","F","D000197","29710",11,-1.31798449222829,-1.52138538223855,-1.10192126159007,"DeGette (D CO-1)",45,"Diana","DeGette"
"WI","4","D","F","M001160","20537",52,-1.31456157249395,-1.53857107029562,-1.10087007119356,"Moore (D WI-4)",46,"Gwen","Moore"
"IL","7","D","M","D000096","29717",38,-1.31339829151575,-1.53928625746975,-1.09125155107605,"Davis (D IL-7)",47,"Danny","Davis"
"MI","12","D","F","D000624","",35,-1.31317196973219,-1.54822606750101,-1.10789035586685,"Dingell (D MI-12)",48,"Debbie","Dingell"
"VA","3","D","M","S000185","39307",12,-1.3091016504218,-1.51771031278547,-1.07170260802748,"Scott (D VA-3)",49,"Robert","Scott"
"MA","4","D","M","K000379","21335",39,-1.29006787063146,-1.50046047152012,-1.07456388094194,"Kennedy III (D MA-4)",50,"Joseph","Kennedy III"
"ME","1","D","F","P000597","20920",15,-1.28591527870859,-1.50067929258965,-1.07655067090689,"Pingree (D ME-1)",51,"Chellie","Pingree"
"CA","18","D","F","E000215","29312",26,-1.28471271250088,-1.52122886668238,-1.08833929200766,"Eshoo (D CA-18)",52,"Anna","Eshoo"
"CA","14","D","F","S001175","20762",72,-1.27431492820936,-1.49845085840227,-1.07181303523391,"Speier (D CA-14)",53,"Jackie","Speier"
"CT","3","D","F","D000216","29109",39,-1.27253283855511,-1.48907053127444,-1.05288236654762,"DeLauro (D CT-3)",54,"Rosa","DeLauro"
"CA","2","D","M","H001068","21303",21,-1.27229110636109,-1.49254690570256,-1.06488543155351,"Huffman (D CA-2)",55,"Jared","Huffman"
"MA","3","D","F","T000465","20754",49,-1.26890877937108,-1.46853493803134,-1.06335102532056,"Tsongas (D MA-3)",56,"Niki","Tsongas"
"IL","1","D","M","R000515","29346",136,-1.26660020379972,-1.48347863865717,-1.05281534619632,"Rush (D IL-1)",57,"Bobby","Rush"
"CA","47","D","M","L000579","21313",8,-1.26462493212331,-1.47321665248631,-1.07098172342672,"Lowenthal (D CA-47)",58,"Alan","Lowenthal"
"CA","28","D","M","S001150","20104",7,-1.25196681271505,-1.45969404105084,-1.05360519334248,"Schiff (D CA-28)",59,"Adam","Schiff"
"CA","19","D","F","L000397","29504",79,-1.25193952439223,-1.47263324763702,-1.04479598500827,"Lofgren (D CA-19)",60,"Zoe","Lofgren"
"IL","2","D","F","K000385","21371",70,-1.24622159374137,-1.44143832697052,-1.04199706191371,"Kelly (D IL-2)",61,"Robin","Kelly"
"PA","2","D","M","F000043","29559",40,-1.24598851976427,-1.44622870009422,-1.0350131655977,"Fattah (D PA-2)",62,"Chaka","Fattah"
"FL","22","D","F","F000462","21321",17,-1.24593144683241,-1.45096153763758,-1.05271208115714,"Frankel (D FL-22)",63,"Lois","Frankel"
"MI","14","D","F","L000581","",16,-1.23733074624491,-1.43636197258646,-1.03645831373286,"Lawrence (D MI-14)",64,"Brenda","Lawrence"
"OR","1","D","F","B001278","21198",8,-1.23060696011065,-1.42340775765753,-1.04302266377283,"Bonamici (D OR-1)",65,"Suzanne","Bonamici"
"MO","5","D","M","C001061","20517",109,-1.23002779623418,-1.42977266866667,-1.03284006162515,"Cleaver II (D MO-5)",66,"Emanuel","Cleaver II"
"CA","24","D","F","C001036","29774",59,-1.22976423706816,-1.42219530277905,-1.02618185819932,"Capps (D CA-24)",67,"Lois","Capps"
"OH","11","D","F","F000455","20941",31,-1.22975696612451,-1.43508934879615,-1.04333923924668,"Fudge (D OH-11)",68,"Marcia","Fudge"
"MA","7","D","M","C001037","29919",20,-1.2293582213727,-1.42575958059788,-1.03262026188596,"Capuano (D MA-7)",69,"Michael","Capuano"
"MO","1","D","M","C001049","20147",27,-1.21587153698379,-1.42304953463011,-1.03942984873202,"Clay (D MO-1)",70,"William","Clay"
"MN","4","D","F","M001143","20122",22,-1.21552623451576,-1.42436465903195,-1.02670233324406,"McCollum (D MN-4)",71,"Betty","McCollum"
"MI","9","D","M","L000263","15033",23,-1.21249083584921,-1.40363602204109,-1.0157750827442,"Levin (D MI-9)",72,"Sander","Levin"
"MI","5","D","M","K000380","21372",38,-1.21124174896968,-1.40464424526233,-1.0100234775138,"Kildee (D MI-5)",73,"Dan","Kildee"
"FL","21","D","M","D000610","20959",66,-1.20979363482112,-1.40122858780737,-1.02594746774039,"Deutch (D FL-21)",74,"Ted","Deutch"
"FL","14","D","F","C001066","20708",21,-1.19904574200005,-1.4049618652653,-1.01279018940364,"Castor (D FL-14)",75,"Kathy","Castor"
"NY","13","D","M","R000053","13035",45,-1.1883358718343,-1.37846688033918,-1.00905992973072,"Rangel (D NY-13)",76,"Charles","Rangel"
"IN","7","D","M","C001072","20757",13,-1.18634650863017,-1.36797192682622,-0.996838336278784,"Carson (D IN-7)",77,"André","Carson"
"MD","5","D","M","H000874","14873",25,-1.18184900045092,-1.37136654998196,-0.996001208104858,"Hoyer (D MD-5)",78,"Steny","Hoyer"
"FL","20","D","M","H000324","29337",37,-1.17244781874324,-1.34913336529802,-0.98371232526596,"Hastings (D FL-20)",79,"Alcee","Hastings"
"WA","9","D","M","S000510","29768",153,-1.1599762651888,-1.36020628996088,-0.961722140734613,"Smith (D WA-9)",80,"Adam","Smith"
"VT","1","D","M","W000800","20750",24,-1.15506157432089,-1.35434266081819,-0.984154884324924,"Welch (D VT-1)",81,"Peter","Welch"
"MA","1","D","M","N000015","15616",27,-1.14066314109513,-1.34512120789411,-0.979804701673207,"Neal (D MA-1)",82,"Richard","Neal"
"CT","1","D","M","L000557","29908",38,-1.13871903660295,-1.3335277832762,-0.959852571522239,"Larson (D CT-1)",83,"John","Larson"
"CA","29","D","M","C001097","21309",47,-1.13827526074639,-1.30656333285754,-0.948188487398064,"Cardenas (D CA-29)",84,"Tony","Cardenas"
"GA","4","D","M","J000288","20712",32,-1.12776978309145,-1.31175935559736,-0.958320476460478,"Johnson (D GA-4)",85,"Hank","Johnson"
"CA","33","D","M","L000582","",40,-1.1275961724775,-1.30695972508701,-0.953355996685147,"Lieu (D CA-33)",86,"Ted","Lieu"
"PA","1","D","M","B001227","29777",52,-1.12682340183674,-1.30704635067935,-0.93691782872374,"Brady (D PA-1)",87,"Robert","Brady"
"CA","44","D","F","H001063","21195",11,-1.12456155040853,-1.31032656772744,-0.965647718068061,"Hahn (D CA-44)",88,"Janice","Hahn"
"TX","20","D","M","C001091","21362",11,-1.12234290762112,-1.29036589065632,-0.930721478501804,"Castro (D TX-20)",89,"Joaquin","Castro"
"NY","3","D","M","I000057","20129",22,-1.11552641662937,-1.29228782216947,-0.937948544287032,"Israel (D NY-3)",90,"Steve","Israel"
"NC","1","D","M","B001251","20340",27,-1.11405854219014,-1.2921530138602,-0.942844782755437,"Butterfield (D NC-1)",91,"G.","Butterfield"
"NY","14","D","M","C001038","29925",27,-1.11053114049879,-1.29872763807481,-0.943395998968986,"Crowley (D NY-14)",92,"Joseph","Crowley"
"NY","12","D","F","M000087","21344",44,-1.10977091409687,-1.27741935976329,-0.936921423397475,"Maloney (D NY-12)",93,"Carolyn","Maloney"
"HI","1","D","M","T000473","",123,-1.10716121485707,-1.30441224212623,-0.931697660318436,"Takai (D HI-1)",94,"Mark","Takai"
"FL","23","D","F","W000797","20504",79,-1.10673882450467,-1.27531761785584,-0.917265141817218,"Wasserman Schultz (D FL-23)",95,"Debbie","Wasserman Schultz"
"NY","26","D","M","H001038","20519",20,-1.10619824946622,-1.27692415564362,-0.943513493795296,"Higgins (D NY-26)",96,"Brian","Higgins"
"OH","3","D","F","B001281","21352",12,-1.08701630715978,-1.26964478719725,-0.92523181084008,"Beatty (D OH-3)",97,"Joyce","Beatty"
"NY","17","D","F","L000480","15612",18,-1.08383492527747,-1.25403376392214,-0.922124684399694,"Lowey (D NY-17)",98,"Nita","Lowey"
"TX","35","D","M","D000399","29571",15,-1.08296400044091,-1.25590960704964,-0.910428948415492,"Doggett (D TX-35)",99,"Lloyd","Doggett"
"NY","6","D","F","M001188","21342",37,-1.08083003426409,-1.25247852632885,-0.913744359532282,"Meng (D NY-6)",100,"Grace","Meng"
"CA","53","D","F","D000598","20108",5,-1.07561264674191,-1.24960745010196,-0.909901122776336,"Davis (D CA-53)",101,"Susan","Davis"
"CA","15","D","M","S001193","21306",12,-1.06725235100011,-1.22977123566786,-0.882095315749779,"Swalwell (D CA-15)",102,"Eric","Swalwell"
"NY","5","D","M","M001137","29776",126,-1.04534623277947,-1.21432108850712,-0.877433131091971,"Meeks (D NY-5)",103,"Gregory","Meeks"
"MS","2","D","M","T000193","29368",33,-1.03120458703201,-1.18277772149344,-0.856656869875876,"Thompson (D MS-2)",104,"Bennie","Thompson"
"CA","5","D","M","T000460","29901",38,-1.02434819520905,-1.19027047826605,-0.861163864090385,"Thompson (D CA-5)",105,"Mike","Thompson"
"TN","9","D","M","C001068","20748",18,-1.01937547560297,-1.18232202615727,-0.867200434232815,"Cohen (D TN-9)",106,"Steve","Cohen"
"CA","35","D","F","T000474","",9,-1.01751031484253,-1.17975838858519,-0.864319260818412,"Torres (D CA-35)",107,"Norma","Torres"
"NY","16","D","M","E000179","15603",58,-1.01749428639099,-1.18445746583345,-0.869661637721251,"Engel (D NY-16)",108,"Eliot","Engel"
"SC","6","D","M","C000537","39301",48,-1.0159413832439,-1.16579629894566,-0.852948171804762,"Clyburn (D SC-6)",109,"James","Clyburn"
"NJ","9","D","M","P000096","29741",20,-1.01298190817762,-1.15899612430886,-0.834845220994402,"Pascrell Jr. (D NJ-9)",110,"Bill","Pascrell Jr."
"CA","9","D","M","M001166","20702",24,-1.01195614695092,-1.17408082461536,-0.865163955006449,"McNerney (D CA-9)",111,"Jerry","McNerney"
"TX","18","D","F","J000032","29573",99,-1.01001427942855,-1.17269481161805,-0.851631887586693,"Jackson-Lee (D TX-18)",112,"Sheila","Jackson-Lee"
"CA","51","D","M","V000130","21314",12,-1.0049396787997,-1.15876470665759,-0.845439104365026,"Vargas (D CA-51)",113,"Juan","Vargas"
"OR","3","D","M","B000574","29588",17,-1.00275645680175,-1.15309256094253,-0.860308032909621,"Blumenauer (D OR-3)",114,"Earl","Blumenauer"
"MA","6","D","M","M001196","",6,-1.00002200675107,-1.15226465414669,-0.852975937123953,"Moulton (D MA-6)",115,"Seth","Moulton"
"PA","14","D","M","D000482","29561",37,-0.999572656376196,-1.15452211291457,-0.837598099023128,"Doyle (D PA-14)",116,"Mike","Doyle"
"RI","2","D","M","L000559","20136",18,-0.997056409940747,-1.15452545143616,-0.842689852688966,"Langevin (D RI-2)",117,"Jim","Langevin"
"VA","8","D","M","B001292","",17,-0.992602325132738,-1.15533049019789,-0.84063560281853,"Beyer (D VA-8)",118,"Donald","Beyer"
"CA","30","D","M","S000344","29707",11,-0.991272417457582,-1.14936980281151,-0.841476498219653,"Sherman (D CA-30)",119,"Brad","Sherman"
"TX","30","D","F","J000126","39305",47,-0.984601620876365,-1.13006250218606,-0.836383855856764,"Johnson (D TX-30)",120,"Eddie","Johnson"
"NM","3","D","M","L000570","20932",8,-0.969453333382956,-1.12328360452576,-0.828529149307818,"Lujan (D NM-3)",121,"Ben","Lujan"
"PA","17","D","M","C001090","21358",26,-0.963103259007309,-1.11332959377722,-0.818540718794295,"Cartwright (D PA-17)",122,"Matt","Cartwright"
"IN","1","D","M","V000108","15124",16,-0.953156247228239,-1.09592658588364,-0.810052640096557,"Visclosky (D IN-1)",123,"Peter","Visclosky"
"OH","13","D","M","R000577","20343",49,-0.951452113156435,-1.11048927882815,-0.815098317141276,"Ryan (D OH-13)",124,"Tim","Ryan"
"OH","9","D","F","K000009","15029",47,-0.945582225133416,-1.08018062790722,-0.799079052215525,"Kaptur (D OH-9)",125,"Marcy","Kaptur"
"FL","5","D","F","B000911","29328",29,-0.942832571186579,-1.09824872746565,-0.809131476884905,"Brown (D FL-5)",126,"Corrine","Brown"
"CT","2","D","M","C001069","20706",16,-0.940877059534732,-1.08257008909186,-0.799153163229456,"Courtney (D CT-2)",127,"Joe","Courtney"
"IL","5","D","M","Q000023","20954",21,-0.938882358477462,-1.08948409140929,-0.790845647381529,"Quigley (D IL-5)",128,"Mike","Quigley"
"TX","9","D","M","G000553","20529",32,-0.93857848919576,-1.10499157680602,-0.808138997295147,"Green (D TX-9)",129,"Al","Green"
"LA","2","D","M","R000588","21137",47,-0.937535566445384,-1.09056212790989,-0.799803471935773,"Richmond (D LA-2)",130,"Cedric","Richmond"
"WA","10","D","M","H001064","21369",10,-0.93750289528564,-1.08443461154077,-0.796455487747722,"Heck (D WA-10)",131,"Denny","Heck"
"WA","1","D","F","D000617","31101",5,-0.937178107216793,-1.08092975950489,-0.800325433477832,"DelBene (D WA-1)",132,"Suzan","DelBene"
"CT","5","D","F","E000293","21316",10,-0.929347185641831,-1.06782862978955,-0.785766310425396,"Esty (D CT-5)",133,"Elizabeth","Esty"
"PA","13","D","M","B001296","",49,-0.92744622694069,-1.0804303508275,-0.796706996564325,"Boyle (D PA-13)",134,"Brendan","Boyle"
"CA","46","D","F","S000030","29709",148,-0.925064830232964,-1.0856331649907,-0.79004747642933,"Sanchez (D CA-46)",135,"Loretta","Sanchez"
"MA","8","D","M","L000562","20119",22,-0.905555496110234,-1.04175742885996,-0.767210604280373,"Lynch (D MA-8)",136,"Stephen","Lynch"
"TX","33","D","M","V000131","21365",6,-0.897578175329384,-1.04350182266343,-0.771474334786369,"Veasey (D TX-33)",137,"Marc","Veasey"
"IL","11","D","M","F000454","20749",10,-0.894225139004359,-1.02663262789408,-0.762711065696233,"Foster (D IL-11)",138,"Bill","Foster"
"NJ","8","D","M","S001165","20542",37,-0.890777087767101,-1.02473494449422,-0.759664214298759,"Sires (D NJ-8)",139,"Albio","Sires"
"WA","6","D","M","K000381","21368",5,-0.883309103909465,-1.02575959116183,-0.759777431258996,"Kilmer (D WA-6)",140,"Derek","Kilmer"
"MA","9","D","M","K000375","21140",27,-0.881823173434819,-1.02640280751273,-0.754411820544591,"Keating (D MA-9)",141,"Bill","Keating"
"MN","8","D","M","N000127","14263",34,-0.878972336322773,-1.01960739368313,-0.746796140911283,"Nolan (D MN-8)",142,"Rick","Nolan"
"IA","2","D","M","L000565","20720",19,-0.878622366621454,-1.02367088026134,-0.756275463188095,"Loebsack (D IA-2)",143,"Dave","Loebsack"
